KEY	511145-E_coli_Wisniewski_2014_cpc.txt_Unnamed: 1	511145-Ecoli_APEX_arike_2012.txt_Unnamed: 1	511145-Ecoli_Krug_2013.txt_Unnamed: 1	511145-Ecoli_Krug_2013_emPAI.txt_Unnamed: 1	511145-Ecoli_emPAI_arike_2012.txt_Unnamed: 1	511145-Ecoli_iBAQ_arike_2012.txt_Unnamed: 1	511145-Ecoli_strainK12_PRIDE.txt_Unnamed: 1	511145-Escherichia_coli_SC_biomart_12189_E__2reps.txt_Unnamed: 1	511145-Escherichia_coli_SC_biomart_17112_E__2reps.txt_Unnamed: 1	511145-Escherichia_coli_SC_biomart_18119_E__5reps.txt_Unnamed: 1	511145-Escherichia_coli_SC_biomart_29780_E_BTO0000214cellculture_2reps.txt_Unnamed: 1	511145-GPM_201408.txt_Unnamed: 1	511145-Lu_ecoli_2007.txt_Unnamed: 1	511145-PXD020761_Midha_Sci_Data_2020_Ecoli_DIA-SWATH.txt_Unnamed: 1	511145-Taniguchi_2010_Table_S6.txt_Unnamed: 1	511145-WHOLE_ORGANISM-integrated.txt_Unnamed: 1	511145-WT-lewis-peptide_count.txt_Unnamed: 1	511145-ecoli1_HCD_CID_PRIDE.txt_Unnamed: 1	511145-ecoli2_resolutionCombination_PRIDE.txt_Unnamed: 1
b1139	0	0	0.577	0.171	0	0	0	22.3	0	0	0	1.38	0	0	0	0.306	0	0	0
ENSB:zjh1sYP-wANE466	0	0	0	0	0	0	0	0	0	0	7.19	0	0	0	0	2.55	0	0	7.47
b1141	0	0	0	0	0	0	0	0	0	16.9	0	0	0	0	0	2.43	0	0	8.02
b1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
b1144	0	0	0	0	0	0	90.7	0	0	0	0	0	0	0	0	1.58	0	0	0
ENSB:x2ZzJBLDMtvj5Xd	0	0	34.8	2.26	0	0	0	40.7	0	0	0	10.2	0	0	0	2.75	0	0	0
ENSB:SBPC9Nsb6iWozbf	0	0	0	0	0	0	0	38.7	0	0	0	0	0	0	0	0.372	0	0	0
ENSB:JB-dDtHXBaZsIB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
b1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
b1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
b1153	0	0	0	0	0	0	0	6.86	0	0	0	0	0	0	0	1.44	0	0	7.89
b1154	0	0	0	0	0	0	19.4	0	0	0	0	0	0	0	0	0.337	0	0	0
b1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
b1156	0	0	0.613	0.099	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0
ENSB:Gul_PFCCbdufNXf	0	0	0	0	0	0	25.3	1.34	0	0	0	0	0	0	0	0.453	0	0	0
b1159	0	0	0	0	0	0	11.3	0	0	0	14.6	0	0	0	0	2.75	0	0	0
ENSB:rp17ber3didj_Q_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:v9MeXDdsnfSgxGP	0.297	0	0	0	0	0	22.6	0	0	0	0	0	0	0	0	0.414	0	0	0
ENSB:Yn6-ETmWmeuoJnO	7.01	0	7.64	0.532	0	0	0	26.3	0	7.94	0	9.19	0	2.96	120	8.49	0	0	3.7
ENSB:LOhlSOf3HGO5sve	0	0	0	0	0	0	29.9	7.21	0	0	0	15.4	0	0	95.3	5.76	0	0	0
ENSB:mvvlf3Ig-y-P-Of	0	0	0	0	0	0	35.8	0	0	0	0	0.886	0	0	0	0.657	0	0	0
b1165	0	0	0	0	0	0	0	0	0	30.6	0	0	0	0	0	4.34	0	0	14.2
ENSB:RGn0b77s8r6p_yk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:LsVx2Lj7wD5X9Ed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:OPGwKazi61QdKhP	0	0	0	0	0	0	32.6	0	0	0	0	0.593	0	0	0	0.59	0	0	0
ENSB:_q75kSLLM-iBfEv	70.0	0	0	0	0	0	0	59.9	0	116	0	153	0	2.38	0	27.9	0	0	52.6
ENSB:y5ohpT3UrDrkdaW	0	0	0.933	0.259	0	0	0	0	0	0	0	7.25	0	0	0	0.345	0	0	0
ENSB:SNyo9ghhh3LTDmv	783	1794	488	227	1279	677	229	1272	732	1054	1430	651	1329	93.7	0	920	1021	1085	692
ENSB:zSd1BPMj8g5eqRC	1103	1083	2176	67.3	1230	1015	888	1036	1010	821	1231	935	149	1053	0	964	868	786	792
ENSB:m6mu7v0CS4USz9-	67.0	0	152	39.6	47.4	38.4	475	171	0	14.2	16.6	112	0	23.1	0	37.2	0	2.46	6.41
ENSB:pgtqYyvxGR6P5yc	0	0	0	0	94.3	0	0	92.6	0	0	156	41.3	0	0	0	34.7	0	0	0
ENSB:iJcJrp_bimRqndG	411	0	2698	32.9	0	0	207	207	0	402	18.5	435	0	15.5	0	429	0	950	738
ENSB:NabRc-f-Onbn6NF	267	0	152	81.6	102	147	888	597	259	179	70.1	75.9	0	74.4	0	114	0	65.7	83.4
ENSB:1l_waGBSz200ctJ	30.1	0	189	10.9	111	58.1	0	260	0	0	104	187	0	4.11	0	50.6	0	38.8	0
ENSB:ZrIBQjBiPZK9SyR	0	0	0	0	0	0	0	11.5	0	0	0	0	0	0	0	0.111	0	0	0
ENSB:Cidmss6_loFihOe	0	0	18.8	0.948	0	73.6	0	36.5	0	26.2	0	2.05	0	0	0	6.13	0	0	12.1
ENSB:IhRD0nXfcG-5mQa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:0sv7r_ZR4IADb6L	0	0	0	0	0	0	15.5	0	0	0	0	0	0	0	0	0.27	0	0	0
ENSB:le0pholnw5FS4H-	62.2	0	15.0	0.369	0	0	0	32.3	0	294	0	12.7	0	0	0	51.5	0	0	158
ENSB:hS14qk0itFRm4Ni	74.6	0	24.3	0.415	0	0	0	54.4	13.8	215	0	18.1	0	14.7	0	101	0	0	454
ENSB:_ZSSlDMZP4UN_lU	138	477	24.8	0.915	96.7	86.7	32.7	408	0	261	253	103	0	74.0	304	159	64.5	0	164
ENSB:jeeYNSVCX7YCpzO	0	78.4	45.8	1.65	18.6	25.8	0	114	0	0	72.8	13.9	0	0	0	22.3	0	0	0
ENSB:7ifrba8Zsy5y-8D	1686	61.9	292	31.5	96.2	108	91.5	102	0	126	50.3	313	0	320	0	199	49.9	0	63.6
ENSB:xWCatdI0ZSgwe_l	313	38.5	14.0	1.05	47.9	22.0	179	79.2	0	34.7	18.1	129	0	22.1	115	51.0	0	0	16.1
ENSB:hKgOnaSZlrWJK3B	5.0	0	12.6	0.647	0	0	9.81	12.3	0	133	0	5.87	0	0	0	20.5	0	0	62.4
ENSB:9hOCE-6T4DffxKM	56.8	0	57.3	4.66	0	27.2	0	122	0	48.6	0	281	0	9.23	0	27.1	0	0	22.7
ENSB:hIWonnORYv78ehA	2.48	0	4.88	0.466	0	0	0	80.9	0	0	0	77.0	0	22.5	0	4.87	0	0	0
ENSB:Zp0LduPwWG8DWlY	108	0	0.432	0.077	0	0	0	118	0	426	0	44.5	0	0	0	77.8	0	0	237
ENSB:atuJdfRAcgwZVRS	0	0	0	0	0	0	0	0	0	0	30.8	0	0	0	0	5.35	0	0	0
b1196	0	0	0	0	0	0	0	12.2	0	0	0	0	0	0	0	0.117	0	0	0
ENSB:_iADVPTq1ax0AXk	15.7	1075	137	4.42	594	591	41.8	257	0	15.8	777	115	0	10.3	21.9	253	41.0	0	7.27
ENSB:66qbEVf2IYMMRiF	103	0	238	6.01	22.5	21.1	60.9	56.2	0	152	10.3	152	0	27.7	205	71.5	46.6	73.9	71.3
ENSB:dg4b__pQ_crcmWt	206	308	57.1	2.8	271	111	261	325	25.8	364	278	143	0	77.8	0	178	0	61.6	211
ENSB:MYrCGq0s7tVAxaV	377	958	228	10.0	551	613	140	217	115	118	609	177	0	65.2	683	318	54.5	99.7	106
ENSB:6c_eRYXGmLi_tF2	1.79	0	0	0	0	0	19.1	2.75	0	0	0	0.892	0	0	0	0.521	0	0	0
ENSB:JH00pGUJWFcc8O6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.61	0.173	0	0	0
ENSB:wXuuwlRoUO-d-MJ	299	493	162	4.99	365	207	710	248	411	310	322	537	78.0	664	0	339	281	355	441
ENSB:S3MA5ChQOiTvqB1	196	0	58.7	1.73	0	0	75.3	325	82.9	378	33.2	159	0	47.7	169	100	0	16.8	176
ENSB:q99O-g8EOW4cYwE	0.743	0	0	0	0	0	0	313	0	173	0	40.7	0	0	0	29.6	0	0	82.3
ENSB:1SEWHB-r1wsQl_R	44.3	0	0.885	0.266	0	0	0	0	194	0	0	2.59	0	7.33	0	9.45	0	0	0
ENSB:K30DqXmEzU1xgHj	1346	1086	729	23.0	482	956	1452	786	1066	851	611	784	2515	1761	2996	1075	1282	1410	1027
ENSB:pB5NdsymTSZhu6N	28.6	0	96.3	18.6	0	0	0	83.9	0	10.1	3.35	29.0	0	14.4	90.7	16.5	0	0	4.69
ENSB:oSP4cpWnHb0rrbe	202	0	269	12.4	52.8	35.2	25.9	344	39.2	408	28.3	186	0	9.23	0	114	0	0	225
ENSB:4fGo123uJS2WiSV	3.85	0	0.12	0.031	0	0	15.0	13.4	0	0	0	6.75	562	9.76	0	12.4	0	0	0.669
ENSB:BlPmjTyVRLTaLZK	120	0	26.3	2.32	0	0	195	38.1	29.0	90.9	0	42.9	0	63.1	271	46.5	48.4	0	43.8
ENSB:Jl2rLKyzoSbpSBr	35.3	0	0.654	0.089	0	0	0	0	0	0	0	0	0	1.7	0	2.58	0	0	0
ENSB:tQaHwdHoVslFwx8	0	0	0	0	0	0	0	0	0	3.58	0	0	0	0	0	0.516	0	0	1.71
ENSB:HqnebBc94PePkVN	0	0	0	0	0	0	7.8	0	0	0	6.2	0	0	0	0	3.79	0	0	14.8
ENSB:C3KXz_Hq2WEkGV6	1946	1092	1622	14.1	1725	829	2808	905	1428	1062	1442	966	777	845	1004	1309	1243	1853	1014
ENSB:0i9yvrQdFK0uWwf	11.7	0	4.69	0.508	0	0	24.2	0	0	19.6	0	3.45	0	0	0	4.51	0	0	9.57
ENSB:Jv-IXyZTAIWQ8qt	0	0	93.4	0.9	145	130	0	708	97.1	181	202	86.3	0	0	0	88.6	0	0	83.6
ENSB:TM3NaYuqz-39F6v	0	0	0	0	48.9	0	13.8	0	0	0	5.77	0	0	0	0	3.91	0	0	0
ENSB:Cr_KDpu6No6QFA6	514	987	108	4.63	1856	1133	152	1732	59.0	1109	1534	493	0	50.3	0	728	0	62.8	793
ENSB:3BohsmpKA8CJNOk	0	0	1.31	0.164	0	0	0	0	0	0	0	0	0	0	0	0.076	0	0	0
ENSB:WtBCr4SNDDtY0VR	248	326	1035	550	183	202	943	433	205	1256	184	358	0	171	0	431	191	171	776
ENSB:uOsNCKAzDgRvpjl	19.9	0	9.64	0.589	0	0	25.7	0.666	0	0	0.339	7.7	0	3.56	0	4.35	0	0	8.6
ENSB:4pE7pfmxCPgVDHn	3.69	0	0	0	0	0	0	0	0	27.3	0	0.921	0	3.68	0	4.37	0	0	13.3
ENSB:ULve1WpWK0UHcFk	152	0	0	0	0	0	9.2	0.964	78.5	252	0	19.5	0	11.1	31.5	60.9	6.86	0	168
ENSB:2GhI2vi2d_mrC66	113	0	0	0	0	0	7.51	1.06	152	282	5.19	32.5	0	3.62	11.6	56.6	0	0	136
ENSB:qea_oB76fxaRiM5	4.67	0	0	0	0	0	10.3	0	0	0	0	1.75	0	0	57.5	3.33	0	0	0
ENSB:lBF-AvEh5G1JRPi	19.2	0	0	0	0	0	0	0	0	12.3	0	0	0	0	0	4.03	0	0	11.1
b1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:LN1jKDnF_Zm8nyC	292	170	984	72.2	126	175	172	457	149	532	229	361	993	392	0	332	18.0	147	558
ENSB:OvGqjgk5Vs6UGln	18.0	0	1.62	22.9	0	0	0	0	0	0	11.8	3.97	0	0	129	11.7	0	0	7.43
ENSB:rXdFFFj0XXbryxx	6.95	0	18.0	1.68	0	0	11.9	17.5	0	24.4	0	116	0	11.1	138	16.8	0	0	11.4
ENSB:CmclFAzcfU4eaLo	2.06	0	42.2	6.47	0	0	11.5	15.8	18.4	0	0	8.22	0	0.652	0	3.89	0	0	0
ENSB:o8-3l_4aMkbX1Ku	1006	802	1069	130	397	570	520	492	667	634	388	693	546	799	0	548	155	415	606
ENSB:e7jOYYBfnXUko82	4656	5630	2868	19.6	12637	8922	9013	4107	11586	8779	10644	6288	7092	4006	0	7274	12796	5247	7013
ENSB:HCQan7UItk9Cj9y	37.2	0	11.2	0.883	52.8	0	0	105	0	85.1	1.87	40.4	0	12.3	0	21.5	0	0	39.6
ENSB:CND1kS4kc7wSGYi	971	1862	3158	324	2242	2582	1120	1137	6883	4335	1604	2176	1763	439	0	2323	699	1285	4427
ENSB:xj9aYLS63vHtnGP	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	1.75	0	0	0
ENSB:aq9IAnmPGJ_ATNm	636	1945	4594	68.8	1738	2933	647	1051	1255	2904	1728	1754	2124	2129	0	2088	2970	1337	3463
ENSB:_9vhIBMlVTnaxH-	38.0	0	49.0	3.91	0	0	0	69.4	0	288	0	67.2	0	150	0	72.2	0	0	241
ENSB:1L_DfKNR5bPsMq9	7.79	0	67.2	1.35	0	0	0	153	108	242	0	321	0	6.03	0	56.2	0	0	112
ENSB:_C-YM67B9SGWMPl	51.8	0	49.0	2.76	34.2	0	20.6	92.8	0	243	14.7	144	0	268	0	64.9	0	0	145
ENSB:FhLTYs-EvfpGTzU	100	0	46.6	2.16	0	0	24.6	132	0	231	0	182	94.9	614	0	69.3	0	0	107
ENSB:QncQrdjwwOYxg_z	35.6	0	37.2	12.6	0	0	0	103	0	0	0	47.4	0	7.19	185	16.8	0	0	0
ENSB:MnDbizo1j6m30_d	20.7	0	46.1	0.951	0	0	12.9	61.9	0	81.4	9.1	21.6	0	5.16	0	19.4	0	0	40.7
ENSB:snz8ztNqT8TfMZv	11.6	0	16.8	0.314	0	0	0	44.4	0	98.0	0	16.6	0	15.3	311	31.9	0	0	44.9
ENSB:6MiwFB5cNqn9zIL	466	1096	1213	11.5	392	994	8136	3372	683	740	1361	1889	0	43.4	992	1206	1283	941	1607
ENSB:xbUyek0Cupm_nC3	0	0	389	0	0	0	44.4	0	0	463	0	97.5	0	8.85	0	93.9	0	0	228
ENSB:aGFAdmNsYIt_Frq	30.5	0	29.6	1.73	0	0	0	231	0	0	0	50.9	0	110	0	11.0	0	0	0
ENSB:tMQk3neUpdWX2dq	0	0	2.36	0.303	0	0	0	0	0	0	0	0	0	0	0	0.137	0	0	0
ENSB:UsoYSS347XUZa9I	0	0	19.9	0	0	0	0	87.1	0	314	0	10.2	0	3.02	0	46.7	0	0	144
ENSB:z7BNVTtsWKR3C-3	3934	0	5.9	0.374	0	0	0	240	814	210	0	365	0	14.3	0	404	0	0	406
ENSB:W1Zfb6sw5HzRN_b	2.41	935	522	246	1003	436	309	294	0	0	584	90.9	0	1.77	43.4	267	139	0	0
ENSB:z-5H0TK-Jlmw99v	0	1258	940	46.5	725	616	44.0	271	0	0	729	129	0	6.76	663	332	0	0	0
ENSB:k9jdbr2pE7HVzhA	0	641	0	0	398	181	148	322	0	0	1846	105	0	0	0	388	0	0	0
ENSB:kRp6rxJvs2nMZq_	82.1	1027	4370	240	629	580	154	705	192	1282	413	609	896	290	0	1150	1022	4314	1194
ENSB:hYtXBPNRyahRjNS	21.7	887	5971	214	377	432	108	537	161	595	732	573	1803	193	0	1027	200	3029	811
ENSB:5LUvAgN4kp0F3K8	1.21	207	2413	27.8	161	163	13.2	198	15.7	288	114	194	0	85.2	0	264	0	475	140
ENSB:PIn1xqXftZnQowM	0	116	3328	230	66.9	74.1	0	92.3	0	485	92.4	156	183	26.5	0	314	0	202	247
ENSB:o8iALgBR_92JoMj	0	43.9	2611	155	44.5	30.9	0	143	0	394	25.8	96.7	0	109	0	245	111	181	213
b1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:bpOsOCfyqLiJHb5	5.62	0	1.87	0.096	0	0	20.5	8.19	0	93.2	5.59	0	0	0	0	15.5	0	0	45.5
ENSB:XlLIqb-JJVDTcXI	198	839	358	20.5	353	216	621	278	40.4	608	435	269	0	88.5	0	304	21.3	36.1	345
ENSB:mDfhMWiJ4zE_VXb	0	0	0	0	0	0	0	0.809	0	0	3.1	0.517	0	0	0	2.73	0	0	12.4
ENSB:oLILo37pI15X1Oc	75.4	51.2	182	2.51	36.6	42.7	84.3	281	0	81.6	23.3	153	0	166	547	88.4	0	149	38.4
ENSB:aTULF4lcr4yer6r	17.0	0	29.3	0.725	0	0	28.2	146	242	217	0	23.8	0	14.0	0	44.2	0	0	101
ENSB:FPmL2lC4H2sbfws	138	0	148	21.8	0	0	276	166	46.0	81.0	0	84.6	0	48.3	0	43.2	0	11.9	37.3
ENSB:I2Jg3NX6RjVREqn	75.1	56.5	304	24.8	29.8	21.1	20.3	138	16.6	390	38.1	164	0	78.8	448	151	329	0	257
ENSB:bDyJ6zCIrA0Smd1	746	325	46.6	4.1	323	222	2557	869	733	810	230	360	0	132	941	459	0	13.5	789
ENSB:qdJ2vcinMBZZruk	96.1	175	88.4	2.22	135	152	298	180	101	252	141	213	0	167	636	156	29.7	22.0	172
ENSB:HMOE6mB8OJ5cq_U	198	89.2	201	5.62	33.2	51.6	66.9	233	60.4	407	35.6	144	0	134	487	146	0	0	259
ENSB:da57jVIf5acis3A	119	805	241	2.98	580	683	789	811	46.0	760	687	483	0	176	0	431	93.2	29.0	618
ENSB:BxZYJ51gCRjErOQ	38.9	0	73.5	4.22	0	0	22.2	149	113	408	11.4	47.5	0	66.2	0	94.6	185	14.6	239
ENSB:KnFlz61ovQPi1H0	3.75	0	15.3	0.437	0	0	0	0	35.0	0	10.0	1.08	0	0	0	3.97	0	0	0
ENSB:9MDzqWLHYG32F4j	0	0	173	1239	0	178	0	155	0	747	0	145	0	3.07	0	159	0	0	338
ENSB:oHlwEJvgRkHsd8p	23.3	0	8.04	0.671	25.4	11.7	0	49.6	15.7	8.48	8.52	10.6	0	5.6	144	19.2	0	0	29.5
ENSB:mH0gdT0iDf78VHI	95.2	0	239	6.23	48.4	57.7	50.8	286	39.3	111	72.0	268	0	137	0	88.1	0	99.2	108
ENSB:kTvpIzBgaol-AOP	11.5	0	21.0	0.441	0	0	717	91.7	0	0	113	41.8	0	30.2	0	37.5	0	0	0
ENSB:cpE4Ubr38RRYNwl	24.7	0	377	1.56	0	0	0	674	0	0	0	2805	0	0	0	1036	0	0	5151
ENSB:ulLKV2FT_47ptSi	36.5	85.3	153	25.7	92.8	74.6	211	193	0	91.8	55.3	108	0	92.6	0	58.3	26.4	0	42.9
ENSB:XJqbpJR7JgAf9zl	0	0	4.67	0.13	0	0	0	0	0	4.79	1.94	3.52	0	0	0	1.41	0	0	2.22
ENSB:Z-zy0xI0DSBPID2	213	293	228	17.5	90.9	96.1	575	366	151	391	141	284	592	272	0	214	9.45	423	202
ENSB:2OmY6Qg7XJTDJvR	0	0	45.7	0.804	0	0	0	49.1	0	0	0	24.5	0	0	0	6.06	0	0	12.1
ENSB:7n3cL3JoROfvpCw	1626	2246	2428	219	1744	2464	1961	1425	1572	1738	1664	2023	2095	3555	3620	1835	1285	655	1980
b1289	0	0	0	0	0	0	0	1.25	0	0	0	0	0	0	0	0.012	0	0	0
ENSB:25JKZc6ENqLUlkW	21.3	0	14.9	0.725	0	0	0	23.1	0	0	0	11.3	0	4.33	80.6	6.97	0	0	0
ENSB:U3PI712woax-gRj	18.6	0	10.2	1.02	0	0	47.9	1.97	0	0	0.507	6.48	0	8.28	0	3.31	0	0	0
ENSB:e5IR35yKC4xKMAa	0.276	0	7.49	12.4	0	0	0	54.6	0	0	0	2.69	0	0	0	1.42	0	0	0
ENSB:_EC50ol7-C_LLig	6.87	0	4.23	0.158	0	0	0	0	0	7.4	5.21	0.509	0	0	0	2.67	0	0	3.26
ENSB:NumGtoLZJtrMvl9	5.48	0	20.5	1.09	0	14.5	20.5	45.9	0	0	7.34	13.3	0	14.0	37.5	6.48	0	0	0
ENSB:z_Aig47rwtVxFI3	5.35	126	0.674	12.6	135	71.7	0	128	0	0	17.7	82.8	0	0	416	49.4	0	82.2	0
ENSB:asUmcREmWog7IS_	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:Qcbbyi-dlwkrQpD	0	0	0.008	0.014	0	0	0	9.53	0	0	0	6.04	0	0	0	1.73	0	0	8.06
ENSB:y0khzs0pOnEsG6L	0	0	0	0	0	0	0	144	0	0	0	28.3	0	0	0	2.5	0	0	0
ENSB:4zl8iteYYizY4WP	0	32.2	3.3	0.166	62.0	0	0	75.6	0	0	31.8	11.0	0	2.44	0	12.0	0	0	0
ENSB:0AmO0ew0TAKqcek	0	0	7.82	0.391	0	0	58.3	28.1	0	0	0	19.5	0	0	0	2.64	0	1.88	0
ENSB:jT1M1zvR5Ra5obJ	0	0	0	0	0	0	8.5	0	0	0	0	0.476	0	0	0	0.167	0	0	0
ENSB:XC8TC7dEWfvluEO	0	0	0.156	0.044	0	0	6.54	4.92	0	0	0	27.2	0	1.61	0	2.31	0	0	5.84
ENSB:CiMzN5i-SwG2Ddv	39.5	0	9.68	0.905	0	0	19.3	17.3	0	6.39	0	8.67	0	2.13	0	5.15	0	0	2.95
ENSB:JIgB5rR7VBDgnaC	198	362	8802	444	620	511	373	560	725	694	661	450	0	58.7	0	878	0	66.6	564
ENSB:P09Ugz00eZMarPt	118	0	670	19.1	151	15.0	0	791	256	246	23.0	74.5	0	3.79	0	112	0	0	120
ENSB:5ODwETfL0O7HqLc	35.7	0	261	7.57	0	0	32.3	81.4	0	0	0	7.05	0	0	0	18.6	0	0	0
ENSB:F-6LUay5qdldfRr	0	0	25.2	1.3	0	0	0	41.3	0	0	305	2.56	0	0	0	55.0	0	0	0
ENSB:FI3aEYrUE9MSrLk	122	307	0	0	256	318	869	317	586	1529	377	102	0	18.1	0	626	115	0	2175
ENSB:PfPqMU-OLlrMyfk	0	0	0	0	0	0	5.39	1.55	0	1.55	0	0	0	0	0	0.33	0	0	0.729
ENSB:qYR7cLjqa69BkOR	0	0	0	0	0	0	0	3.74	0	0	0.565	20.8	0	0	0	0.958	0	0	0
ENSB:Vcsc7zTf-jvBcTv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:9RGn9lBdXWYodBz	0	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0.167	0	0	0
ENSB:oFNu4PkEDlQd5zY	0	0	0	0	0	0	0	0	0	0	0	21.4	0	0	0	0.848	0	0	0
ENSB:n2BTmowd9fVrz-Q	0	0	0	0	0	0	66.5	3.84	0	22.4	0	0	0	40.1	0	5.44	0	0	10.4
ENSB:yPsEtaLr-xSUgPu	0	0	0	0	0	0	6.58	3.38	0	9.66	0	0	0	0	0	1.52	0	0	4.52
ENSB:M1k2M_HD7m99pTq	0	0	0	0	0	0	4.34	0	0	4.83	0	0	0	0	0	0.756	0	0	2.21
ENSB:aOlwgtpiDATAiyU	0	0	0	0	0	0	0	0	0	0	8.4	0	0	0	0	1.46	0	0	0
ENSB:IIWLDeKLPIuLiA-	0	0	0	0	0	0	0	13.8	0	0	0	0	0	0	0	0.133	0	0	0
ENSB:1DffflEoEHB60L1	3.61	0	9.36	0.749	0	0	21.6	46.4	0	0	0	13.2	0	4.87	0	3.65	0	0	7.99
ENSB:j9lNqE7kexY_oLH	26.5	0	4.87	0.266	0	162	15.0	18.4	0	37.2	0	32.7	0	5.77	62.3	14.3	0	0	17.1
ENSB:wEs2HxCgV8pODxg	64.7	0	13.5	0.593	0	0	0	5.7	126	172	0	22.2	0	15.2	0	35.4	0	0	82.5
ENSB:oLjLiZVHQbOurRB	119	38.0	75.1	12.2	55.7	28.1	0	123	15.4	65.8	39.3	79.5	0	43.1	109	46.6	0	14.5	30.3
ENSB:u15pacFAYddTlE3	4066	4645	2887	288	1374	3497	1542	1475	5556	3526	2005	3061	4107	1038	0	3195	9443	3216	3792
ENSB:HD5qi8wGU5e9N38	3.39	104	28.2	1.6	33.2	101	45.7	109	0	0	106	36.0	0	3.92	0	37.0	0	0	28.0
ENSB:kxnNiTtT-xA4OmC	0	86.7	11.0	0.9	44.5	37.5	0	35.9	0	0	63.7	12.7	0	1.22	0	20.0	0	0	0
ENSB:UQX723INRmTRtXJ	4.4	0	14.1	2.53	0	0	9.74	30.4	0	0	9.14	9.2	0	2.17	90.7	7.96	0	0	0
ENSB:0gqTAvsmYU4ZdJQ	2.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149	0	0	0
ENSB:lfB-xtTxGMcdkMJ	27.2	404	73.5	1.68	214	173	59.2	173	0	72.4	236	96.7	0	84.2	0	110	161	15.0	33.1
ENSB:K6VKi6qxB4__nto	18.5	0	7.62	0.363	0	0	0	3.05	0	322	0	1.42	0	2.53	0	47.5	0	0	150
b1331	0	0	0.048	0	0	0	9.48	2.76	0	0	0	21.4	0	0	0	1.04	0	0	0
ENSB:VRqQbDXKKkQfIZW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:PjOK5t6VuZBRXN8	975	1829	884	47.0	569	654	119	651	577	856	1505	518	214	107	924	797	0	245	658
ENSB:nAdV1IlpYPBr67T	64.8	367	273	1.16	121	283	24.4	487	72.4	392	320	176	0	22.1	0	179	0	0	203
ENSB:xYzC09DGgeY5fmW	0	0	9.66	1.23	0	0	0	57.4	0	59.3	66.0	10.3	0	1.9	23.4	22.5	0	0	27.3
ENSB:pV1W6r9cLUds2BO	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	1.82	0	0	0
ENSB:rbaqbHzexGXNGln	0	0	0	0	0	0	10.1	5.0	0	0	0	0	0	0	1.83	0.981	0	0	3.85
ENSB:xXA6SGIA5nGo7EV	1.9	0	0	0	0	0	68.9	0	0	0	0	13.5	0	0	0	1.87	0	0	0
ENSB:s4p9TYwjn86Rz5F	0	0	0	0	0	0	0	0	0	0	4.72	0	0	0	0	0.979	0	0	0.902
ENSB:00wAky27BlLU_oZ	10.0	0	15.1	1.56	0	0	0	68.5	0	24.5	0	7.89	0	5.09	0	6.22	0	0	11.8
ENSB:YbFvx036n832DRT	0	27.3	0.497	0.139	56.7	12.2	0	55.7	0	1.29	14.2	14.6	0	0	310	24.8	29.5	0	0.609
ENSB:0-z3joOSRACEBq-	46.5	0	20.7	1.11	0	0	22.2	39.6	0	218	0	15.1	0	3.46	0	36.6	0	0	99.8
ENSB:LC-RIXVWbw73jPE	3.31	0	0.315	0.024	0	0	23.3	7.34	0	0	2.05	4.36	0	7.24	0	2.27	0	0	4.72
ENSB:R9E0U0xz4P5Z3uk	25.9	0	8.91	0.586	0	0	22.8	26.2	0	69.5	18.5	34.4	0	72.0	0	19.4	0	0	32.7
ENSB:cpCjrtQ6Dgx0n3-	0	0	0	0	0	0	5.83	3.51	0	0	0	0	0	0	0	0.135	0	0	0
b1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
b1347	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	51.7	0	0	0
b1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
b1349	0	0	0.583	0.149	0	0	0	5.56	0	0	0	0	0	0	0	0.089	0	0	0
