KEY	511145-E_coli_Wisniewski_2014_cpc.txt_Unnamed: 1	511145-Ecoli_APEX_arike_2012.txt_Unnamed: 1	511145-Ecoli_Krug_2013.txt_Unnamed: 1	511145-Ecoli_Krug_2013_emPAI.txt_Unnamed: 1	511145-Ecoli_emPAI_arike_2012.txt_Unnamed: 1	511145-Ecoli_iBAQ_arike_2012.txt_Unnamed: 1	511145-Ecoli_strainK12_PRIDE.txt_Unnamed: 1	511145-Escherichia_coli_SC_biomart_12189_E__2reps.txt_Unnamed: 1	511145-Escherichia_coli_SC_biomart_17112_E__2reps.txt_Unnamed: 1	511145-Escherichia_coli_SC_biomart_18119_E__5reps.txt_Unnamed: 1	511145-Escherichia_coli_SC_biomart_29780_E_BTO0000214cellculture_2reps.txt_Unnamed: 1	511145-GPM_201408.txt_Unnamed: 1	511145-Lu_ecoli_2007.txt_Unnamed: 1	511145-PXD020761_Midha_Sci_Data_2020_Ecoli_DIA-SWATH.txt_Unnamed: 1	511145-Taniguchi_2010_Table_S6.txt_Unnamed: 1	511145-WHOLE_ORGANISM-integrated.txt_Unnamed: 1	511145-WT-lewis-peptide_count.txt_Unnamed: 1	511145-ecoli1_HCD_CID_PRIDE.txt_Unnamed: 1	511145-ecoli2_resolutionCombination_PRIDE.txt_Unnamed: 1
b0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:TC_ql9IPoUOjz7v	1021	703	546	26.9	560	437	207	719	601	666	467	625	3582	55.0	0	592	334	835	507
ENSB:Wr8Lw-5Lq5ybTy7	296	99.9	250	3.49	56.2	52.0	52.7	416	232	236	95.0	416	127	17.1	0	256	746	1185	125
ENSB:uuIEhPyS6z4d5qN	1102	973	652	12.4	1268	1100	366	952	1503	706	1022	791	5222	104	0	918	1024	1120	657
ENSB:u4DlC1PM6Ow1zQ8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:PbtaX2ZIbnL6PZa	137	19.0	175	7.82	41.0	20.2	160	292	67.9	200	22.1	170	0	34.0	156	91.0	61.5	24.9	140
ENSB:aKXFlTaUBrUN3bd	0	0	0	0	0	0	84.2	0	0	0	0	0	0	0	0	1.46	0	0	0
ENSB:XUf3TEiueeQRPF6	4372	2168	2502	35.9	4605	2135	1230	1617	2414	2190	1861	2138	4262	4175	0	2515	1267	4006	2649
ENSB:awSsBJ8jwbqPMf0	250	163	85.9	2.95	59.6	66.1	245	229	175	90.7	70.1	75.9	0	84.7	224	87.9	0	1.95	41.9
ENSB:Za4By_2KlRelW5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:DxeZlKv6LUP5yrs	0	0	0	0	0	0	28.9	0	0	0	0	0.039	0	0	0	0.505	0	0	0
ENSB:m9nkSIBlA-fHgG0	0	0	0	0	0	0	24.1	0	0	0	0	0	0	0	0	0.419	0	0	0
ENSB:GFT2YwcirFuEkap	4797	3022	4898	643	4120	2751	5974	1399	5347	5061	3047	4406	5583	5781	25763	6182	1934	16435	5722
ENSB:_QyudZyG2LpeUDC	158	172	258	4.89	96.7	162	172	209	218	316	236	719	547	268	729	242	318	23.3	172
b0016	0	0	0.249	0	0	0	0	0	0	2.31	4.72	3.48	0	0	0	1.3	0	0	1.06
ENSB:S8co08BIKOYrRNQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:NKHy6664De1Poaz	0	0	1.64	0.079	0	0	0	0	0	77.6	0	0.596	0	0	0	11.1	0	0	36.0
ENSB:NM5jtlCkpdodPkb	3.85	0	7.05	0.631	0	0	5.24	0	0	0	0	2.54	0	2.26	0	0.925	0	0	0
b0022	0	0	0	0	0	0	15.0	0	0	0	0	6.42	0	0	0	0.515	0	0	0
ENSB:j_l0MDUQ4rp7ALY	6515	1353	1815	24.8	1131	3758	7056	3579	4085	3359	2875	5356	3901	4217	0	4661	25159	4749	5260
b0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:dQTKuCROkCGCUCv	83.5	0	82.9	2.07	0	0	7.31	229	0	95.3	0	146	0	29.9	140	39.8	0	2.3	44.6
ENSB:BJ77-AmnMiz_rE1	313	1071	198	11.1	466	510	995	530	440	748	583	494	319	802	678	538	38.7	379	715
ENSB:HmwEgidpv5710lo	0	0	3.76	0.208	0	0	0	17.7	0	0	0	1.78	0	0	0	0.451	0	0	0
ENSB:IC53rINVXrAGFRS	1.44	1213	52.7	1.45	286	316	740	293	292	465	451	136	0	40.3	0	260	0	0	208
ENSB:PcG9wGBklh85xJc	117	10.2	10.3	0.348	32.7	59.1	0	75.0	31.5	213	78.1	111	0	58.2	324	101	344	0	126
ENSB:JCcr_txKYF8h5vL	65.5	421	2.78	0.328	37.1	85.3	0	153	0	0	234	40.2	0	9.29	0	74.6	0	0	5.87
ENSB:Gzh3JIUYfrE6jt8	92.9	428	290	27.1	385	202	91.8	475	113	183	533	373	352	69.2	533	287	41.3	508	84.8
ENSB:kWJiQrFuCEXpeeI	58.6	273	516	64.8	134	331	1117	412	571	841	105	574	1176	189	5047	692	783	605	829
ENSB:k1AVJhcq2tvf1FY	54.2	619	396	15.6	314	299	1191	519	459	1257	434	651	647	349	0	666	433	1504	1210
ENSB:B32wk2Eypk28YZz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:WSOD3fC1dQG_MqG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:EUljdnj9It9fPMF	73.6	0	0.325	0.155	0	0	31.7	0	0	0	0	1.5	0	0	0	5.84	0	0	0
ENSB:XvFDM-wf5BWXfop	0	0	0	0	0	0	0	0	15.6	0	0	0	0	0	0	0.479	0	0	0
ENSB:mH49vrQnz0ZDbsw	10.3	0	0	0	0	0	13.2	0	15.2	0	0	0	0	0	0	1.42	0	0	0
ENSB:_mSx4ub2S8Iky8f	2.41	0	0	0	0	0	11.6	0	44.8	0	0	0.298	0	0	0	1.76	0	0	0
ENSB:xlghFVia4MofJX3	0	0	0	0	0	0	0	0.733	0	0	0	0	0	0	0	0.191	0	0	1.06
ENSB:4iSkAr_3IELmEyS	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	6.62	0	0	0
ENSB:ABMTM-jLKEw3r7U	0	0	0.059	0.045	0	0	0	4.72	234	9.07	0	0.363	0	0	3.45	8.7	0	0	4.2
ENSB:HbO2iUcAEfGkeD1	0	0	0	0	0	0	6.43	2.23	20.6	0	0	0	0	0	35.5	2.46	0	0	0
ENSB:ZwPlaumbpcp-96h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:QmTeySKVs4U7t-X	0	0	0	0	0	0	0	0	0	0	6.25	0	0	0	0	1.94	0	0	4.9
ENSB:B8FWjBJoyTGZ9sr	0	0	22.0	2.65	62.0	0	0	6.46	0	0	45.5	0	0	0	0	12.6	0	0	0
ENSB:iAhVCUCitFahiM-	1.73	0	5.44	0.839	0	0	21.6	3.06	0	11.5	0	2.6	0	0	32.9	4.15	0	0	5.34
ENSB:O5ZnALAaSmhQai8	103	0	129	3.77	69.4	135	862	350	0	39.4	79.7	263	0	45.4	401	88.5	0	0	18.1
ENSB:n9wOECOWc6H-iqB	6.06	25.3	31.8	2.38	41.0	32.4	0	56.5	0	0	42.9	40.4	0	15.2	0	16.2	0	0	0
ENSB:GmFu20fQVWp5q5t	54.7	0	27.2	0.143	0	0	0	124	58.5	0	0	11.1	0	2.27	8.67	9.26	0	0	0
ENSB:eS3nEl8iAooqe1_	77.8	317	94.5	2.89	109	81.6	268	120	0	45.7	115	88.0	0	81.0	0	72.0	0	0	21.1
ENSB:iMaWJ3ECzID-g26	22.9	0	60.6	1.42	0	0	79.8	59.5	0	94.3	0	49.1	0	17.4	0	24.2	0	21.8	43.1
ENSB:q_OV25jljNYDElm	217	1026	320	9.8	1013	686	1168	474	469	608	1149	694	239	103	72.6	588	176	572	404
ENSB:5nFwe_A-4GEoyHB	128	0	218	9.94	25.9	26.7	5.61	233	189	353	30.7	139	0	85.5	0	98.4	0	5.0	185
ENSB:I1RxmsJ3oKi4yU4	55.8	0	33.8	0.634	0	0	28.9	56.2	0	186	0	49.2	0	26.1	0	52.8	0	0	184
ENSB:x2mQTbGaoDvLkb_	6.31	0	13.7	0.727	0	0	0	78.8	0	18.6	0	2.04	0	0	57.5	8.2	0	0	13.0
ENSB:gYoHfegbXv1PBV8	121	32.2	62.1	3.32	22.0	31.9	31.9	150	35.4	104	14.0	43.3	40.1	164	274	57.1	0	0	57.6
ENSB:UsTXrQw0ZqDJhAe	3.74	0	1.75	0.164	0	0	41.7	0.764	0	0	1.1	0	0	0	0	1.29	0	0	0
ENSB:DmxqdMYw5ZgVm8f	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0.698	0	0	0
ENSB:I-j4ILcP1WjL4ax	4.55	0	0	0	0	30.0	19.0	26.3	70.2	0	2.29	0.622	0	0	0	5.01	0	0	6.56
ENSB:FAHIOFat1c_lcde	1.89	0	0	0	0	0	19.9	7.77	5.61	6.0	0	0	212	0	16.9	8.52	0	0	14.0
ENSB:FbG4AT273vogXag	0	0	0.925	0.127	0	0	0	68.8	0	0	17.8	1.26	0	0	0	3.86	0	0	0
ENSB:FMvVBY0OvUOReYw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:6j_7Y84G18ET37v	6.95	0	0	0	0	0	28.0	17.4	0	13.3	0	5.43	0	0	0	3.24	0	0	6.12
ENSB:_Eth5SP7C8Z2lx9	1.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078	0	0	0
ENSB:EpmdYTfmDmsikMw	19.0	824	0.019	0.015	256	217	19.6	219	212	0	403	84.8	0	8.36	0	144	23.3	0	0
ENSB:DE3KWdORboKJgKU	1.18	0	0.396	0.062	18.1	0	24.6	2.13	0	0	71.7	2.4	0	3.07	0	14.2	0	0	0
b0070	0	0	0	0	0	0	0	0	0	0	4.26	0	0	0	0	0.742	0	0	0
ENSB:q4u17ZKkygsXCSR	0	1825	40.0	1.36	1589	2550	0	1228	160	34.7	1227	503	2946	20.1	0	616	509	790	16.0
ENSB:SDqe7NUaux8CeD9	0	1307	52.3	1.58	724	1534	17.8	940	164	0	1358	439	1828	27.4	0	607	620	1850	0
ENSB:ZoyZxR8PRHHZJOA	5.59	1066	1901	7.26	858	1353	0	755	211	194	1407	975	0	7.57	0	767	518	2512	92.5
ENSB:kbExxKq4-45EfIB	0	1542	1485	126	2718	1714	13.2	813	123	7.56	1957	724	1326	23.8	0	955	131	2665	9.5
b0075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:Jn2jnGFsZgARG4w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:UQWT4uuEitXKjB-	7.84	439	203	19.0	263	270	0	279	90.2	123	304	215	0	6.56	0	151	49.6	75.4	91.7
ENSB:N2yhsfubZYp-Jwe	60.8	536	630	86.4	587	351	0	660	341	356	639	261	0	5.06	0	441	1040	1063	245
ENSB:_7Q3hWqXT84wFYa	117	0	34.1	1.14	0	141	171	191	298	84.6	20.4	83.9	0	18.9	304	59.9	0	0	39.4
ENSB:N1a6JaIUinzujvc	42.9	0	108	5.98	0	0	0	52.1	0	0	0	30.7	0	3.75	62.0	15.8	0	25.1	0
ENSB:46GZ9t23zDP52lL	65.3	45.8	187	4.74	37.1	68.9	358	237	48.7	407	26.6	158	0	133	212	124	32.3	78.8	210
ENSB:oiJpCqmFf0MKNNv	0	0	20.1	1.43	0	0	0	31.0	0	0	0	12.7	0	3.15	0	3.09	0	0	6.14
ENSB:Ijhw00h9x61_l6i	0	0	1.97	0.213	0	0	36.4	13.8	0	59.0	0.248	11.5	0	12.2	0	10.1	0	0	27.5
ENSB:w5pQBBjPIBn8xa1	126	107	243	9.29	35.2	30.9	86.6	129	104	363	70.9	135	61.8	86.3	336	140	0	20.8	246
ENSB:CvQdoNTLnotmKDj	57.0	0	159	3.65	0	44.1	32.6	107	0	164	0	79.7	0	21.9	202	63.3	0	29.4	130
ENSB:yaEzJFveEoSkgbY	4.88	0	16.5	0.659	0	0	0	0	17.5	94.9	2.03	2.71	0	5.35	0	15.8	0	0	43.8
ENSB:w3QVo5VAPRK40Jv	56.0	40.0	187	3.44	25.4	32.8	50.8	86.4	27.0	411	28.5	122	0	37.3	0	92.2	0	23.4	195
ENSB:RiIX9-_Ryt95NoW	0	0	2.12	0.138	0	0	27.4	1.98	6.12	12.6	0	0.914	0	1.98	0	2.7	0	0	6.01
ENSB:CV1N2zsH-oxibq-	197	0	61.6	1.77	0	0	49.4	94.2	304	51.9	27.6	59.1	0	69.5	131	51.1	0	1.1	23.8
ENSB:8_Tl9r58H1jgkYk	67.7	0	175	9.91	0	35.2	81.5	226	36.2	377	5.76	128	0	167	0	95.2	0	67.4	212
ENSB:oRIUPX3_6gxBOcA	53.2	0	203	2.35	37.1	34.7	207	150	86.4	128	28.3	135	0	70.5	0	58.0	0	40.0	57.4
ENSB:GRh7H2UrTjn_xc4	0	0	12.2	0.887	0	0	11.8	7.98	0	34.8	7.17	10.7	0	9.86	0	7.83	0	0	16.1
ENSB:FygEmic6HgdWP2J	120	169	162	14.1	138	126	52.0	120	34.2	150	258	228	0	62.3	623	162	0	25.1	154
ENSB:P-bZKHJzXEHlmub	1484	1391	1293	585	1436	833	956	508	721	942	834	1377	1152	696	0	899	591	432	811
ENSB:xOIiMExu9pQ3Xb8	109	0	212	4.95	36.6	0	0	137	14.2	160	9.49	32.0	0	26.9	0	49.5	0	0	74.9
ENSB:wn6pEm0Fh6qXQHq	0	0	0	0	0	0	41.9	7.15	0	0	8.64	0	0	0	0	2.3	0	0	0
ENSB:2fvb-wC-2YPNVxW	238	383	369	22.9	282	252	356	498	191	542	387	412	249	336	754	372	50.6	615	365
ENSB:AgfyVikjyM0_Am1	21.5	0	3.84	0.187	0	0	0	41.6	0	0	0	5.87	0	3.75	40.9	4.42	0	0	0
ENSB:LiC90BjNkSUlRfF	1.68	0	0	0	0	0	65.9	0	99.0	126	0	26.0	0	12.8	232	34.6	0	0	58.4
ENSB:PUaS1IxBQ44hHEz	180	0	81.5	2.18	68.9	61.0	55.5	241	21.0	314	44.1	47.3	0	95.0	0	88.5	79.7	0	159
ENSB:TXski3s81YgbOSm	5.98	0	35.8	1.31	0	0	54.3	155	0	0	0	18.6	0	9.89	0	5.83	0	0	0
ENSB:E2RDIAxhdXIHMcL	242	111	326	14.1	128	95.7	15.4	264	527	845	184	544	104	0	714	412	329	966	646
ENSB:BLEMsIa4aFLF-Sj	0	0	0	0	0	0	0	0	0	23.8	0	0	0	0	0	3.41	0	0	11.2
ENSB:7lqb0bbNmjzgYNQ	0	0	0	0	0	0	20.5	0	0	0	3.77	0	0	0	8.19	1.4	0	0	0
ENSB:WRoTjhJ7BCU9m_o	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:8TBDY5ydBeXJd5m	93.6	475	92.7	7.87	202	135	99.5	96.7	22.1	101	412	131	0	42.9	414	173	29.5	62.7	57.8
ENSB:r_YMmv80BZE6sIX	58.6	0	8.52	40.4	0	0	41.6	69.0	0	0	0	32.9	0	4.22	0	8.58	0	0	0
ENSB:n44l9c_QiofUHiH	0	0	16.0	0.369	0	0	0	86.2	27.9	53.8	0	17.0	0	1.35	0	10.9	0	0	24.8
ENSB:Mvnq36OEEq0Lqea	0	598	49.2	8.27	51.8	132	0	122	0	0	281	37.2	0	2.63	0	90.0	0	0	0
ENSB:xQ-TNb1WggoaAfz	84.0	0	32.6	0.953	0	38.9	0	125	0	31.6	17.2	124	0	11.2	0	23.9	0	22.4	14.9
ENSB:MEzV63vtsBIKHQ1	2884	1733	3054	119	2374	1995	2985	1467	1984	1447	2597	2764	2443	8183	8918	2507	389	1321	1730
ENSB:yURk1pShxSflPSV	3070	1562	2136	108	1519	1198	1324	1275	1134	1421	1256	1796	1875	2702	8997	1864	433	804	1612
ENSB:HdyppMpN7TYbqKF	4664	1889	2741	81.8	2113	2567	2875	932	3094	1285	1919	2796	3059	3321	5132	2281	2808	1221	1437
ENSB:afB0shYKHkxRMD5	0	0	0	0	0	0	30.7	0	0	0	0	0	0	0	0	0.534	0	0	0
ENSB:hm9F5rJQF1TqJb5	2870	2657	93.9	7.87	3781	3081	1293	1942	905	879	2661	1466	4011	2556	2449	1713	1298	160	789
ENSB:HHvLu_FXEgOc_Ly	41.7	0	61.0	29.7	0	0	0	134	0	383	0	29.2	0	14.9	40.9	64.0	0	0	165
ENSB:Sy1u0jHXnHimmh0	52.2	0	389	26.0	0	0	121	183	0	138	0	226	480	21.3	515	118	127	244	66.1
ENSB:x7UJvvN-hUMNbBg	214	155	430	19.4	37.1	108	20.8	223	36.8	385	35.7	248	726	90.9	0	172	0	26.8	343
ENSB:c1FhIdvb2IUueFf	0	0	22.5	1.56	0	0	0	180	0	0	0	18.7	0	9.32	0	36.7	618	24.1	0
ENSB:kaZqdjPWEiKPrDs	12.6	347	89.1	1.08	107	174	10.2	90.0	0	65.9	172	77.2	0	42.7	6.99	79.3	54.6	0	30.4
ENSB:B-hTmJCiRaeLWv2	15.9	114	364	20.8	66.9	67.0	314	79.9	0	51.5	88.1	75.1	0	112	0	66.7	0	0	23.7
ENSB:U2vBboTkwyw1tqb	332	276	431	60.3	267	237	2171	509	107	730	377	233	0	225	0	345	103	40.2	486
ENSB:73pBGmJs0e03pSo	294	1113	876	15.4	758	939	318	980	276	484	816	518	1795	354	0	603	157	339	741
ENSB:_gtxJpzkzlHqSDd	36.1	65.8	149	7.11	74.3	92.8	76.6	230	22.1	7.77	92.2	95.3	0	86.5	121	53.5	0	0	7.96
ENSB:1SBAL_76gezF_MX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:V2iitlgBbSORKXj	0	0	0	0	0	0	0	0	0	0	8.64	0	0	0	0	1.5	0	0	0
ENSB:__7dMHg3zk6VzP5	0.305	0	0	0	0	0	6.89	0	0	0	0	0	0	0	20.6	1.85	0	0	4.14
ENSB:mfgb360C_9jFGF6	89.4	0	37.9	3.11	87.5	0	0	1196	709	123	23.0	234	0	8.53	0	133	584	361	51.3
ENSB:W9p5x-o2lfeSJ_p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:dtHSq4a2j3SoFDr	432	1139	740	115	694	388	250	754	435	410	883	485	297	307	564	519	89.9	114	380
ENSB:2Z-3R7jpvN3YXzv	80.4	2692	1322	309	391	1005	160	879	244	1380	977	1053	1116	254	0	891	339	584	1297
b0135	0	0	0	0	0	0	20.6	0	0	0	0	0	0	0	0	0.358	0	0	0
ENSB:4Jj9bGVEm0rXFqa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:b-bQbB1yopJ6dY7	0	0	0	0	0	0	91.5	0	0	0	0	0	0	0	0	1.59	0	0	0
ENSB:IBDLeKrQUTeoVb5	0	0	0	0	0	0	0	0	0	70.9	0	0	0	0	0	10.1	0	0	33.4
ENSB:G2lRAETrpuauFEU	0	0	0	0	0	0	43.6	0	0	11.2	5.16	0	0	0	13.5	3.87	0	0	5.09
ENSB:4sfD3e7zzPAi9k0	0	0	0	0	0	0	31.9	0.921	0	0	0	0	0	0	0	0.564	0	0	0
ENSB:0N80J4fEd-C2Jao	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:Px3fYtuLP-l7RKJ	0	0	34.7	1.25	0	0	0	31.3	0	0	0	42.5	0	2.83	0	3.98	0	0	0
ENSB:6YY_912o5WqTXWD	34.6	0	61.2	1.28	0	0	88.8	109	86.8	85.9	4.14	54.2	0	55.8	282	42.8	0	5.32	47.2
ENSB:RojF4OgXLoImGaL	9.69	0	4.34	1.02	0	0	0	34.0	0	0	0	5.2	0	3.68	23.9	2.72	0	0	0
ENSB:QsSfTArMUM83T2D	879	1262	106	5.86	601	1252	600	743	727	525	792	501	2266	454	0	657	912	317	682
ENSB:dcw4jQ0c-2e_ke0	17.9	0	21.2	0.746	0	0	25.8	13.2	0	0	0	16.8	0	5.83	0	3.83	0	0	0
ENSB:GrnnJI7M6N0ZP-7	2.99	0	1.39	0.158	0	0	0	70.8	0	0	6.84	4.31	0	0.806	16.5	3.14	0	0	0
ENSB:ekGRjmAvi_TFmWH	31.5	0	10.4	0.347	0	0	15.3	1.0	0	0.92	0	2.49	0	35.9	0	4.6	0	4.43	0.424
ENSB:I7oCq4j10KlsC7Y	61.7	9.26	63.4	2.16	11.2	98.0	36.8	93.5	32.2	60.3	3.08	38.6	0	9.43	9.99	30.0	0	5.59	59.6
ENSB:5IYYbrqSfH-ZIZr	70.5	0	438	4.32	0	0	4.27	292	0	350	2.55	130	0	0	41.3	110	43.8	0	270
ENSB:4h-tvEYyQV--AhP	10.8	0	75.9	12.1	0	0	11.6	29.5	0	87.7	0	17.0	0	0	117	25.3	0	0	45.9
ENSB:6QidRQ2X9kgKlBb	0	0	6.16	0.749	0	0	9.12	0	0	0	0	0	0	0	0	0.515	0	0	0
ENSB:-SQN-vApuhl5k72	0	0	0.317	0.038	0	0	0	1.43	0	0	0.503	0.452	0	0	0	0.137	0	0	0
ENSB:12Vs2kItLBo2VBR	571	675	668	11.8	234	402	1007	301	465	651	382	456	116	748	0	521	148	1877	340
ENSB:4OEMcPkex1gBAsp	8.81	0	7.83	0.649	0	0	0	0	0	10.6	0	2.97	0	0	0	2.72	0	0	5.08
ENSB:s0WEFn0raozR7O7	24.6	547	7.01	0.637	172	302	2242	420	366	193	214	262	646	848	2108	323	165	83.0	87.2
ENSB:xkczhaq7O5jqfJI	0	0	0.205	0.143	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0
ENSB:GjKNwZ_o9fY3mCI	12.8	0	1.7	0.147	0	0	14.0	23.5	0	0	0	6.51	0	0	0	1.73	0	0	0
ENSB:M51zE8VWUluIlk9	279	141	458	43.9	107	186	242	411	121	570	41.7	279	881	468	0	300	112	596	532
ENSB:dTn7eS-32bHDhW3	2.26	0	10.5	0.617	0	0	7.98	18.6	0	25.7	0	25.2	0	1.38	0	6.38	0	0	15.6
ENSB:CzJ5c86H21K_cvv	135	1234	628	15.8	640	648	728	326	1139	1310	658	2025	708	216	0	726	131	548	1044
ENSB:5fucWXBaB2ZcGbU	35.0	0	0	0	0	0	0	0	0	19.1	1.46	1.03	0	0	6.79	6.36	0	0	12.1
ENSB:8JOzmxiNy7F1UKW	1067	1022	1171	4.48	2202	1545	1157	1295	647	984	1563	1010	0	145	1588	1060	873	1101	552
b0164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1e-07	0	0	0
ENSB:VAbMIIO6nT7aDqc	1061	1731	1760	49.5	1081	803	3577	1311	3439	1422	1289	1400	4642	1946	0	1672	454	4444	1655
ENSB:__j7oIGIUMO9T8U	36.7	30.7	49.3	2.52	16.6	7.03	11.7	83.7	11.2	56.0	13.5	33.7	0	8.73	81.6	26.5	0	0	34.4
ENSB:zG4_cL22jHYUVta	210	458	662	36.4	295	289	1524	382	98.4	560	301	388	97.7	468	1322	398	181	209	373
ENSB:Li80daz5hm_JIqA	5516	3574	4078	1254	3368	4026	5125	3719	3252	2349	3142	3393	5294	2868	0	3504	6919	4863	2809
ENSB:J-QAee8sAZZvnqq	6721	3180	4553	807	5709	2835	2519	2040	2602	2039	2613	2882	6100	12839	7686	3902	3101	4675	2688
ENSB:kU-OLDyv8N_Wg2_	395	105	271	21.3	131	161	161	409	288	913	203	346	235	31.8	1448	431	40.7	430	821
ENSB:u8bG6oiqeqJWtn0	1724	894	1667	208	2084	1419	3372	1267	1243	1037	2893	2351	1712	1122	94.7	1794	1915	2164	1725
ENSB:PCZatbZKnvcj-Fr	44.3	0	20.3	0.972	0	0	26.7	0.674	17.8	0	0	13.6	0	15.5	0	6.23	0	0	0
ENSB:ToNeEEKt-agpvwa	0	0	568	1.62	0	0	73.3	16.7	0	73.2	0	16.2	0	16.0	223	54.4	0	0	33.4
ENSB:-xg2LstrC2z0ihT	7.5	0	20.1	0.17	0	0	0	0	0	0	4.43	5.36	0	0	0	2.61	0	0	0
ENSB:j3bxInMhcjX_iMQ	3.19	0	66.0	2.02	0	0	0	34.5	0	20.0	3.27	18.4	0	9.91	0	8.95	0	0	11.3
ENSB:v07ihfqervmzLSG	342	222	577	12.1	132	167	99.1	517	689	684	209	384	0	249	0	295	5.27	2.11	514
ENSB:19-xAaoeAC70RBt	3689	1410	1518	11.0	1283	2742	2245	1142	538	973	1101	1913	1354	2866	215	1620	3873	1812	1494
ENSB:uVD-ulileM02lWO	54.3	422	260	7.77	156	375	122	118	0	129	288	194	0	34.1	1018	191	162	12.5	59.8
ENSB:hAnwdkxdoZvdHoR	1083	2066	669	288	943	677	0	199	261	260	859	573	324	1118	1790	704	335	275	336
ENSB:4j8MUmC_gZzWMiZ	227	433	443	4.48	241	362	0	359	307	616	708	484	164	119	0	380	63.9	105	511
ENSB:MNsA3LVnjMjJsC0	14.2	52.1	20.3	1.26	29.8	230	6.1	35.1	0	0	18.8	27.0	0	11.7	138	40.2	382	0	0
ENSB:Nctxk6DoFaOkgN8	0	0	0	0	0	0	0	29.7	0	0	0	14.9	0	9.28	0	17.0	319	0	0
ENSB:VacUkNhNDGPEbtn	7.45	0	1.46	0.294	0	0	10.1	10.6	0	5.41	3.87	7.03	0	7.13	86.2	7.07	0	0.307	3.23
ENSB:5hrrsIx_2ch4_Yn	772	942	437	205	1503	715	606	786	274	887	940	750	780	578	0	852	631	2115	744
ENSB:DroNgOarBBSq4xD	0	0	17.1	1.44	0	0	0	4.27	0	38.8	0	3.52	0	0	93.9	11.2	0	0	18.3
ENSB:AyUk9gv7RX7K8HN	0	0	63.9	4.51	136	108	0	123	0	0	87.9	48.1	0	0.347	325	46.3	0	0	0
ENSB:ppoMDpT-HslT6YK	7.8	0	15.5	0.732	25.4	0	67.4	46.4	0	33.7	5.63	9.26	0	2.63	0	10.9	0	0	17.1
ENSB:WShytfMnUbqOT7R	89.0	245	68.9	2.65	228	254	862	373	0	131	199	157	0	11.8	0	118	0	11.4	60.3
ENSB:5PM-1hsLyswJwWo	48.2	0	4.61	0.351	0	0	22.9	44.8	0	0	0	3.83	0	0	89.6	8.93	0	0	0
ENSB:G-JjtXip3Oh1KRl	0	0	0	0	0	0	75.9	13.3	0	0	0	0	0	0	5.56	1.71	0	0	0
ENSB:JL2QyyaTv11wPDB	34.2	0	33.4	1.94	0	0	17.4	113	0	28.2	0	35.3	0	12.2	0	11.5	0	0	13.4
ENSB:mbRSgsicuA3IL0e	0	0	0	0	0	0	0	2.46	0	0	0	0	0	0	0	0.024	0	0	0
ENSB:NC9uVxfqT_kkTmJ	567	850	1089	178	750	782	968	761	533	598	872	763	1358	997	0	734	429	1014	708
ENSB:2mdq2URTsYw52Hj	5.7	0	10.9	0.696	48.9	0	10.7	23.7	0	0	8.42	12.9	0	0	0	6.06	0	0	0
ENSB:y3niEK_hjVS_MVI	497	0	200	3.85	0	0	0	277	1094	267	0	221	0	37.8	0	165	0	0	323
ENSB:zRkkP06x3iICdOq	1020	2472	4978	47.0	2186	3160	0	3588	3259	1037	3335	1694	69.2	107	165	1871	1459	1312	1201
ENSB:1DilMyuwqKnumgX	0	0	42.6	1.52	0	0	0	128	61.2	104	0	74.3	0	16.0	0	23.7	0	0	49.0
ENSB:NS5LPYW-n220EWp	43.4	245	248	12.8	108	104	0	95.0	26.1	241	139	121	0	41.6	0	110	0	57.6	126
